,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,AM/PM,Time up,Not seen,Columna4
,KUBU/KWA220717,7/22/2017,11:20,KUBU/KWA,"LP, KV",Behind camp bathrooms of Kubu Lodge,-17.79545,25.23026,No Rain,Lodge,,0,No,Cultivated (lawn),Hole in Ground,,13,Yes,,,,,,"BM36616, 38016, BM36716",,,,,,,,,,BM36516 not found. ,,,,,,,,,,
,SEF220717,7/22/2017,12:10,SEF,"LP, KV",Behind prision,-17.78788,25.17705,No Rain,Undeveloped,,0,No,Slightly degraded,Hole in Ground,,,,,,,,,,,,,,,,,,,Strong signal from BM44817 but in den,,,,,,,,,,
,CSL250717,7/25/2017,8:20,CSL,"KV, ES","Outside CSL, along fence near car park and road",-17.80738,25.146487,No Rain,Lodge,,20,Yes,Buildings,Storage container,,36,Yes,,,,,,,1,,Very skin individual seen,,,,,,,"Female with missing right front paw missing was there, RC but could not identifie ear-tag. Strong signal from BM41317",,,,,,,,,,
,FOR250717,7/25/2017,5:10,FOR,KV,At hospital, -17.800317 ,25.150389,No Rain,Residential,,,No,Buildings,Cement Path,,20,Yes,25,2,,,,"BM40117, BM 36516, BM37916",,,,,,,,,,BM37916 was with CSL now with FOR. Freq 148.6295 (BM44717) could not be found.,1,CSL/FOR,,,,,,,,
,WDL300717,7/30/2017,7:15,WDL,"LP, KV",Unter white container at Travel Lodge,-17.813389,25.155032,No Rain,Lodge,13,99,Yes,Buildings,Under container storage,,13,Yes,22.5,4,,,,"BM41917, BM44117, BM44017, BM43917",,,,1,BM44017 infured left back paw,Yes,12,,,Run directly to trash can ,,,,,,,,,,
,CCH300717,7/30/2017,9:38,CCH,"LP, KV",In bush,-17.82842,25.13982,No Rain,National Park,13,100,No,Slightly degraded,,Gallery Forest,1,No,,1+,,,,,1,2,Skinny and hair standing,,,,,,,Strong signal from BM34916 East from GPS point. A lot of elephants in the area,,,,,,,,,,
,CSL300717,7/30/2017,12:56,CLS,"LP, KV","White container, parking CSL",-17.80667,25.14641,No Rain,Lodge,24,70,No,Buildings,Hole in Ground,,14,No,50,3,,,,"BM41317, BM37716, BM37416",,,,,,,,,,,,,,,,,,,,
,FOR300717,7/30/2017,16:20,FOR,"LP, KV",Scrap geap next to water tank at Primary Hospital,-17.801226,25.15006,No Rain,Urban,,,,,,,,,,,,,,"Sir Track RC lost under Scap heap, used syringer everywhere, the RC will stay there",,,,,,,,,,,,,,,,,,,,
,FOR310717,7/31/2017,8:22,FOR,KV,At main entranvce of Kasane Primary Hospital,-17.801474,25.149294,No Rain,Urban,,5,No,Buildings,Cement Path,,17,Yes,3,3,,,,"BM44717, BM37916",,,,,,Yes,12,,,Grooming 2 worthogs,,,,,,,,,,
,PLAT010817,8/1/2017,9:15,PLAT,KV,Back of water facilities Plateau,-17.801251,25.157852,No Rain,Urban,,10,Yes,Buildings,Scrap Heap,,20,Yes,5,4,,,,"BM33116, BM45017, BM41817, BM44317",1,3,Adult with dark swollen nose and thin,,,Yes,13,,,,,,,,,,,,,
,WA/WPLAT040817,8/4/2017,8:00,WA/WPLAT,"LP, KV",Den under cement path,,,No Rain,Residential,16,100,Yes,Buildings,Cement Path,,7,Yes,,,,,,"BM38516, BM40017 ",,,,,,,,,,Came out of den and run unter….. we aited for 30 minutes but didn´t come out,,,,,,,,,,
,LIB040817,8/4/2017,8:38,LIB,"LP, KV",Left corner Builders World,-17.796348, 25.155146,No Rain,Urban,18,100,Yes,Buildings,,,7,Yes,10,3,,,,BM40617,,,,,,,,,,,,,,,,,,,,
,PLAT040817,8/4/2017,9:20,PLAT,"LP, KV",BTC, -17.796736,25.155728,No Rain,Urban,18,100,Yes,,,,26,No,,,,,,,,,,,,,,,,BM45017 not seen but strong signal. Running around intimidating LIB,,,,,,,,,,
,FOR040817,8/4/2017,11:10,FOR,"LP, KV",In bush north from GPS point,-17.80344,25.403,No Rain,Undeveloped,23,95,No,,,,,,,,,,,,,,,,,,,,,Strong signal from 148.6996 (BM40117),,,,,,,,,,
,WA/WPALT050817,8/5/2017,11:20,WA/WPLAT,"LP, KV","At old abandoned DEK-bus, next to Bus Rank",-17.79729,25.15753,No Rain,Urban,26,0,Slight ,Buildings,,,6,Yes,15,,,,,"BM39016, BM40017, BM39116",2,"2,5",BM39016 with swollen testicles? Adult with swollen testicles and slightly swollen nose,1,"BM40017 injured left eye, dry blood arround",,,,,,,,,,,,,,,
,MOW050817,8/5/2017,11:58,MOW,"LP, KV","Behind Cultural Vilage, next to river",-17.780771,25.160244,No Rain,Lodge,26,20,No,Slightly degraded,,,,,,,,,,,,,,,,,,,,Run into bush next to river. Strong signal from BM41017,,,,,,,,,,
,CFT060817,8/6/2017,8:51,Chobe Farm troop,"LP, KV",Crossing from Soprite to Kasane Magistrates Court,-17.78654,25.18052,No Rain,Undeveloped,15,0,No,Heavily degraded,,,43,Yes,,,,,,,,,,,,,,,,A few had big meat pieces ,,,,,,,,,,
,CCH060817,8/6/2017,9:35,CCH,"LP, KV",Between diningroom and Betrooms of CCH,-17.82744,25.13749,No Rain,Lodge,,0,No,Cultivated (lawn),,,54,Yes,50,13,,,,BM 33816,2,5,"Adult with lump on neck is skinny and weak, is running behind the troop. Adult with swollen nose was audio recorded",,,,,,,,,,,,,,,,,
,WA/WPALT060817,8/6/2017,7:55,WA/WPLAT,"LP, KV",Kachicau Street,-17.79568,25.15706,No Rain,Residential,15,0,No,Buildings,Cement Path,,7,Yes,,,,,,"BM39016, BM40017, BM39116, BM38516",1,5,Adult with swollen testices and nose,1,BM40017 injured left eye seems better,Yes,4,,,,,,,,,,,,,
,LIB100817,8/10/2017,15:37,LIB,"LP, KV",Car parking of ministry of agriculture,-17.796231,25.155073,No Rain,Urban,,0,No,Buildings,,,8,Yes,,5,,,,"BM45817, BM40617, BM45717, BM45617",2,3,Bm45617 ad BM40617 enlarged testicles,1,Juvenile with notch in nose ,,,,,,,,,,,,,,,
,PLAT100817,8/10/2017,16:21:00 AM,PLAT,"LP, KV","In front of Builders World, in log pole pile",-17.79652,25.15493,No Rain,Urban,25,0,No,Buildings,Building Material,,12,No,20,3,,,,"BM46317, BM41817, BM45917",,,,,,,,,,,,,,,,,,,,
,MOW100817,8/10/2017,16:31,MOW,"LP, KV",Parking of Game drive Cars of lodge,-17.78245,25.15926,No Rain,Lodge,25,0,No,Buildings,Hole in Ground,,14,No,,,,,,"BM45417, BM41017, BM33616",,,,,,,,,,,,,,,,,,,,
,MOW110817,8/11/2017,16:31,MOW,"LP, KV",Parking of Game drive Cars of lodge,-17.78245,25.15926,No Rain,Lodge,25,0,No,Buildings,,,14,No,30,,,,,,,,,,,,,,,,,,,,,,,,,
,CGL120817,8/12/2017,8:00,CGL,"LP, KV",,-17.842,25.07955,No Rain,National Park,,0,Slight ,Slightly degraded,,Gallery Forest,7,No,,,,,,,,,,,,,,,,Run into bush towards lodge,,,,,,,,,,
,CGL120817,8/12/2017,14:09,CGL,"LP, KV",At workshop of CGL,-17.842493,25.076074,No Rain,Lodge,27,0,No,Buildings,,,12,Yes,25,7,,,,"BM41617, BM41517, BM31816, BM 33816",2,"6,9","BM31816 has what appears to be a wart on her left cheek, swollen nose/face, slim but distended abdomen. BM41517 with swollen face and visible Tb lesions on nose",,,,,,,"BM41617 is wet, lady watering the garden must have done it. Its an ",,,,,,,,,,
??,,8/14/2017,13:12,,"LP, KV",Crossinr road towards river in National Park,-17.82829,25.12324,No Rain,National Park,,2,Yes,Slightly degraded,,Chobe River sandbank,16,No,,,,,,,1,5,Adult with swollen nose/face,,,,,,,All individuals seen slim. No RC. ,,,,,,,,,,
,FOR180817,8/18/2017,9:20,FOR,"LP, OB",Next to police station,-17.80303,25.14964,No Rain,Urban,17,0,Yes,Buildings,,,15,No,100,4,,,,BM40117,,,,,,,,,,"Troop split in two, 5 individuals run towards Police Station, the rest between houses towards hospital",,,,,,,,,,
,CSL180817,8/18/2017,9:45,CSL,"LP, OB",On river sand bank next to CSL,-17.870921,25.14505,No Rain,National Park,18,0,Yes,Heavily degraded,,Chobe River sandbank,49,Yes,25,30,,,,"BM38416, BM41317, BM37416, BM45317, BM45117, BM37616, BM45217, BM37816",1,3,Juvenile very skinny,1,Juvenile limping left hind foot,,,,,BM45217 lost Right green ear tag?,,,,,,,,,,
,LIB180817,8/18/2017,11:20,LIB,"LP, OB",Private yard behind Moto Vac,-17.79731,25.15383,No Rain,Urban,21,0,No,Buildings,,,7,Yes,15,3,,,,"BM45617, BM45717, BM45817, BM40617",1,2,BM40617 maybe with swollen testicles,,,,,,,Forraging  ,,,,,,,,,,
,WA/WPLAT,8/18/2017,11:30,WA/WPLAT,"LP, OB",Runing and hiding in builiding material,-17.79346,25.16074,No Rain,Urban,21,0,No,Buildings,,,2,No,,,,,,BM40017,,,,,,,,,,Run from one pit letrine into next! Juvenile with ear tag could not be identified ,,,,,,,,,,
,PLAT180817,8/18/2017,12:20,PLAT,"LP, OB",In yard of techer houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WDL180817,8/18/2017,12:22,WDL,"LP, OB",Behind walls of house crossing from Bophitimo Guests House,-17.81077,25.15635,No Rain,Residential,23,0,No,Buildings,,,,,,,,,,,,,,,,,,,,"Could not see but strong signal from BM44117, BM41917",,,,,,,,,,
,MOW210817,8/21/2017,11:14,MOW,"LP, OB","Teachers house, then ran to Mowana",-17.78426,25.16413,No Rain,Lodge,24,0,No,Cultivated (Lawn),Hole in the ground,,18,Yes,,,,,,"BM41017, BM33616",1,,RC with swollen face,,,,,,,,,,,,,,,,,
,KUBUKWA210817,8/21/2017,12:45,KUBU/KWA,"LP, OB",Bush next to abandoned cars,-17.79635,25.22884,No Rain,Lodge,26,0,No,Heavily degraded,,,10,No,,,,,,"BM36616, BM38016, BM36716",,,,,,,,,,,,,,,,,,,,
,SEF250817,8/25/2017,11:00,SEF,"LP, OB",Bush next to soccer field,-17.79384,25.17815,No Rain,Undeveloped,29,0,Yes,Slightly Degraded,Hole in the ground,,3,Yes,,,,,,,,,,,,,,,,"Lots of faeces found by dead tree, strong singnal from BM 44817",,,,,,,,,,
,KUBUKWA250817,8/25/2017,11:55,KUBU/KWA,"LP, OB",Outside kitchen Bakwena Lodge,-17.79384,25.23519,No Rain,Lodge,31,0,No,Cultivated (Lawn),,,9,Yes,,2,,,,"BM36516, BM36616, BM36716, BM38016",,,,,,,,,, 1 BM seen with left orange ear tag could be KUBU or KWA BM. 1 adult seen with dead lizard in his mouth.,,,,,,,,,,
,MOW250817,8/25/2017,10:15,MOW,"LP, OB","Front of game drive car park, on grassy island",-17.78279,25.15911,No Rain,Lodge,,0,No,Cultivated (Lawn),,,16,Yes,,5,,,,"BM33616, BM41017, BM45517",1,,BM33616 with swollen face,,,,,,,3 RC seen,,,,,,,,,,
,WDL280817,8/28/2017,12:05,WDL,"LP,OB",Behind department of wildlife,-17.81565,25.1538,No Rain,Undeveloped,29,0,No,Slightly Degraded,,,17,Yes,,,,,,,,,,,,,,,,"Could not identify individuals as they ran into bush. Both RC working (BM44117, BM41917), 148.55 not so strong.",,,,,,,,,,
,FOR280817,8/28/2017,9:47,FOR ,"LP, OB",Ran to ministry of transport and communications from gardens to other side of the fence,-17.80147,25.15113,No Rain,Residential,21,0,No,Buildings,,,13,Yes,,3,,,,"BM46617, BM44717, BM46717, BM46817, BM40117",,,,,,,,,,,,,,,,,,,,
,CSL290817,8/29/2017,8:30,CSL,"LP, OB",Trash collection cage at Choppies,-17.80544,25.14762,No Rain,Urban,19,0,Yes,Buildings,,,27,No,,,,,,,,,,,,,,,,"Inside and outside trash cage. A lady came to throw trash away and they ran towards CSL (20 approx.) and the others towards the river, but came back later and went to CSL.",,,,,,,,,,
,CGL290817,8/29/2017,10:45,CGL,"LP,OB",Builders yard next to lodge building,-17.84162,25.07571,No Rain,Lodge,24,0,No,Slightly Degraded,,,11,Yes,,6,,,,"BM33816, BM41617, ",2,,"SA with enlarged testicles, sneezing, watery eyes. RC with swollen face.",,,,,,,SA and juveniles playing,,,,,,,,,,
,LIB300817,8/30/2017,9:00,LIB,"LP, OB",Bathroom corner of Builders World,-17.79677,25.1555,No Rain,Urban,22,0,No,Buildings,,,7,Yes,15,4,,,,"BM45617, BM45717, BM40617, BM45817",,,,,,,,,,BM45817 got hitten by a car and died two hours later :(. PLAT was intimitating them and run away.,,,,,,,,,,
,PLAT300817,8/30/2017,9:10,PLAT,"LP, OB",Behind Marthas Kitchen,-17.79711,25.15538,No Rain,Urban,22,0,No,Buildings,,,13,No,200,5,,,,"BM39116, BM46217, BM45917, BM43017",2,2,"SA very slim, A with RC swollen face",,,,,,,"Chaos day, Plat was faiting LIB, than run towards Marthas kitchen, leaving one SA behind crying. Half troop (13+) run to Rural Admin Centre and around 18 run towards pink house. Came together at R Admin C but split again. ",,,,,,,,,,
,KUBU/KWA060917,9/6/2017,9:44,KUBU/KWA,"LP, GK  ","Old car cementery, Kubu Lodge",-17.7965,25.22882,No Rain,Lodge,24,0,No,Heavily degraded,,,25,No,,,,,,,,,,,,,,,,"Saw running away. Aprox 20 run towards main gate and 5 towards Camping rest rooms. trong signal from BM36616, BM38016, BM36716",,,,,,,,,,
,SEF060917,9/6/2017,10:20,SEF,"LP, GK  ",Backyard Bidvest Car Rental,-17.78524,25.07236,No Rain,Undeveloped,26,0,Slight ,Cultivated (lawn),,,31,No,,5,,,,"BM43617, BM44817",,,,,,,,,,Run into bush behind Bidvest Car Rental,,,,,,,,,,
,MOW060917,9/6/2017,10:39,MOW,"LP, GK  ",Next to Culture Village Mow Lodge,-17.78092,25.16029,No Rain,Lodge,26,0,Yes,Slightly degraded,Hole in Ground,,20,No,,,,,,"BM41017, BM41117",1,8,Adult with pig nose and swollen testicles,,,,,,,Come in and our of den,,,,,,,,,,
,WA/WPLAT060917,9/6/2017,11:27,WA/WPLAT,"LP, GK  ",Scrap yard next ti Bus Rank,-17.79721,25.15747,No Rain,Urban,26,0,No,Buildings,Scrap Heap,,,,,,,,,,,,,,,,,,,"Strong signal from Den. BM38616, BM40017",,,,,,,,,,
,LIB060917,9/6/2017,11:50,LIB,"LP, GK  ",Front yard of house  ,-17.79864,25.15211,No Rain,Residential,26,0,Slight ,Buildings,,,5,Yes,10,4,,,,"BM40617, BM45617, BM45717",1,5,Swollen testicles,,,,,,,Restung abnd playing around an outside oven ,,,,,,,,,,
,PLAT070917,9/7/2017,10:12,PLAT,LP,"Under cement path of car entrance house#522, Pandamatenga cres str., Plateau",-17.79827,25.15019,No Rain,Residential,27,0,No,Buildings,,,23,No,,8,,,,"BM45017, BM45917, BM41817, BM46217, BM46117, BM44317",,,,,,,,,,Part of the troop was under Cement paths and three dogs were tormenting them. I scared them away. When I arrived I saw around 3 indivisuals running behind the house,,,,,,,,,,
,CCH070917,9/7/2017,11:25,CCH,LP,Trash house CCH,-17.82757,25.13818,No Rain,Lodge,27,0,Slight ,Buildings,,,32,No,,10,,,,BM34916,3,"6,7,6","Male Juvenile very skinny, left hip looks swollen but he walks ok, hair standing, Male Ad swollen face and testicles, Ad very skinny, hair standing, swollen nose looks weak",2,"Adult limping right hand, juv limping left hand",,,,,"Some at thrash house, later joined more comming from inside lodge",,,,,,,,,,
,WDL070917,9/7/2017,15:40,WDL,LP,In Bush next to Anti Poaching Unit ,-17.8168,25.15284,No Rain,Undeveloped,33,0,No,Slightly degraded,,,,,,,,,,,,,,,,,,,,"In bush, strong signal BM44117, BM41917",,,,,,,,,,
,CSL070917,9/7/2017,16:00,CSL,LP,Behind houses front of Choppies,-17.80459,25.14907,No Rain,Residential,32,0,Slight ,Buildings,,,40,No,,,,,,,,,,,,,,,,"Scared by dogs. Where hiding under a car. One Dog injured very badly a mongoose, I did euthanasia and Necropsy BM47317",,,,,,,,,,
,WDL110917,9/11/2017,8:15,WDL,LP,At white container Travel Lodge,-17.81343,25.15524,No Rain,Lodge,23,0,Slight ,Buildings,,,12,No,,4,,,,"BM44117, BM41917",,,,,,,,,,"Were tying to leave the lodge, Finally run into bush outside at left side of Lodge",,,,,,,,,,
,CSL110917,9/11/2017,8:45,SCSL,LP,"Departmen of Forestry, behind Chopies",-17.80379,25.14758,No Rain,Urban,24,0,Slight ,Buildings,,,30,No,>150,12,,,,,3,,"2 Ad. skinny, brownich standing hair, Left Organge ear tag with swollen nose",,,,,,,"Female with missing right hand seems healthy. Troop was splet, around 6 where at Forestry department, and over 20 behind the white container (-17.803675, 25.147909)",,,,,,,,,,
,SEF110917,9/11/2017,10:43,SEF,LP,Backyard between District Supplies and Ebeyond office,-17.78524,25.1726,No Rain,Undeveloped,29,0,No,Buildings,,,33,No,,8,,,,BM44617,4,,"2 Ad. skinny, brownich standing hair, 1 Ad swolen testicles, BM44617 with swollen nose",1,! ad limping,,,,,Run into bush behind Houses,,,,,,,,,,
,LIB110917,9/11/2017,17:10,LIB,LP,,-17.79578,25.15461,No Rain,Urban,32,0,Slight ,Buildings,,,6,Yes,10,3,,,,"BM40617, BM45717, BM45617",1,5,BM 40617 Swollen testicles,,,,,,,Going to den? Where at 1 m in building material ,,,,,,,,,,
,PLAT120917,9/12/2017,8:30,PLAT,LP,Next to Chillers Paradise Bar,-17.80126,25.1592,No Rain,Urban,23,0,Yes,Buildings,,,22,No,50,,,,,"BM46217, BM44217, BM45917",,,,,,,,,,Forraging and runing between houses,,,,,,,,,,
,LIB120917,9/12/2017,9:00,LIB,LP,Behind Moto Vac,-17.79722,25.15371,No Rain,Residential,23,0,Slight ,Buildings,,,2,No,,2,,,,BM45617,,,,,,,,,,Strong signal from BM40617 but nos seen. In trash of House,,,,,,,,,,
,WA/WPLAT120917,9/12/2017,9:23,WA/WPLAT,LP,Behind Rara Apostolic Church in Zion 47,-17.79505,25.16075,No Rain,Undeveloped,23,0,Yes,Heavily degraded,,,8,No,,,,,,"BM39016, BM40017, BM38516",1,5,BM38516 swollen testicles?,,,,,,,,,,,,,,,,,
,FOR120917,9/12/2017,9:55,FOR,LP,Trash house of Primary Hospital ,-17.80145,25.15,No Rain,Residential,26,0,Yes,Buildings,,,16,No,,3,,,,"BM40117, BM37516, BM46417",1,5,SA with swollen testicles and hais lost at croup,,,,,,,Run into den below cenemt path at hospital,,,,,,,,,,
,MOW120917,9/12/2017,10:18,MOW,LP,At Cultural Village Mowana,-17.781,25.16018,No Rain,Lodge,28,0,Yes,Buildings,,,10,No,,1+,,,,"BM33616, BM45417",1,5,BM33616 with swollen face,,,,,,,"Tractor scared them, run into bush ",,,,,,,,,,
,KUBU/KWA120917,9/12/2017,10:51,KUBU/KWA,LP,"Right next to ""Tween Rest camp and Camp Site""",-17.797827,25.228265,No Rain,Urban,30,0,Slight ,Buildings,Building Material,,10,No,15,5,,,,,,,,,,,,,,"Strong signal but not seen BM36616, BM38016, BM36716",,,,,,,,,,
,SEF120917,9/12/2017,11:23,SEF,LP,Dening?,-17.788329, 25.17715,No Rain,Undeveloped,31,0,Slight ,Heavily degraded,Hole in Ground,,,,,,,,,,,,,,,,,,,Strong signal with only the cable: BM44817,,,,,,,,,,
,CSL120917,9/12/2017,15:40,CSL,LP,"Departmen of Forestry, behind Chopies",-17.80394,25.14782,No Rain,Urban,32,0,Yes,Buildings,,,14,No,,,,,,BM41317,2,4,SA and A with swollen nose,,,,,,,Female with missing right hand seems healthy,,,,,,,,,,
,FOR130917,9/13/2017,8:00,FOR,LP,Next to Police station,-17.80317,25.14944,No Rain,Urban,19,0,Slight ,Buildings,,,15,Yes,30,4,,,,"BM40117, BM46817, BM37916, BM46717, BM46617",1,5,Adult with swollen face   ,,,,,,,Adult with blind white left eye,,,,,,,,,,
,KUBU/KWA130917,9/13/2017,9:14,KUBU/KWA,LP,"Right next to ""Tween Rest camp and Camp Site""",-17.7979,25.22827,No Rain,Urban,26,0,Slight ,Buildings,Building Material,,16,Yes,10,,,,,"BM36616, BM36716, BM36516",2,"3,7","Adult with hair standing, very slim, SA or Adult very skinny hair standing and huched back",,,Yes,3,,,Coming out from den,,,,,,,,,,
,MOW130917,9/13/2017,10:25,MOW,LP,Under front dek of Spa (Behind swimmingpool),-17.78422,25.15801,No Rain,Lodge,29,0,Slight ,Buildings,Deck,,9,No,25,2,,,,"BM45417, BM41017, BM41117",1,5,Adult with very swollen face but good general condition,,,,,,,RC with no ear tag,,,,,,,,,,
,CCH140917,9/14/2017,8:24,CCH,LP,Outside main gate CCH,-17.82753,25.13.915,No Rain,National Park,25,0,No,Slightly degraded,,Shrubland thicket,24,No,,9,,,,BM34916 ,4,,"SA with alopecia on tail, Very skinny Juv with hunched back, A. limping and swollen face, Juv with swollen face",,,,,,,,,,,,,,,,,
,WDL140917,9/14/2017,9:15,WDL,LP,Private House,-17.80882,25.15635,No Rain,Residential,27,0,Slight ,Buildings,,,12,Yes,20,,,,,"BM44117, BM41917",2,,"BM44117 with swollen face, Juv with swollen testicles",,,,,,,First report of sick in this troop,,,,,,,,,,
,SEF140917,9/14/2017,9:48,SEF,LP,Behind prision,-17.78958,25.17899,No Rain,Undeveloped,27,0,No,Heavily degraded,,,11,No,,,,,,,,,,,,,,,,Strong signal but not seen BM44817. Run deep into bush.,,,,,,,,,,
,KUBU/KWA140917,9/14/2017,10:20,KUBU/KWA,LP,"Resting under small House, left courner of Crock Farm",-17.795628,25.232077,No Rain,Urban,28,0,No,Buildings,,,11,No,10,,,,,,,,,,,,,,,"Saw 2 RC but could not identifie, strong signal from: BM36616, BM36716, BM38016. Neighbour complained mongoose eat all his chicks and eggs. He said there is an overpopulation of mongoose and he will start shooting them",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KUBU-KWA,between 14 - 29 Sep 16,,,,,
,MOW140917,9/14/2017,11:00,MOW,LP,Golf Course MOW ,-17.78547,25.15843,No Rain,Lodge,32,0,Slight ,Cultivated (lawn),,,23,No,,,,,,"BM45417, BM41017  ",,,,,,,,,,"Could not identify individuals, where too far away. Where resting, forage and mating",,,,,,,,,,
,ODH140917,9/14/2017,14:12,Old House,"LP, Isa",Backyard House next to Old House restaurant,-17.79211,25.156009,No Rain,Residential,,0,No,Cultivated (lawn),,,25,No,15,8,,,,,3,,"Adult with old RC injuring his neck, SA with swollen face and testicles, SA slim and hair standing",,,,,,,Captured and collares BM47417,,,,,,,,,,
,ODH150917,9/15/2017,8:35,Old House,LP,Crossing front of New Hope Private Clinic towards Old House Resto.,-17.79283,25.15594,No Rain,Urban,25,0,No,Buildings,,,30,No,,,,,,BM47417,,,,,,,,,,"Feeding on Old House trash, mating. Run behind Old House Resto, towards NH Private Clinic",,,,,,,,,,
,WA/WPLAT150917,9/15/2017,9:25,WA/WPLAT,LP,"Run to Pink House left from ""Low Price Supermarket"", Kgapahmadi",-17.79254,25.15703,No Rain,Residential,25,0,Slight ,Buildings,,,4,No,,,,,,BM39116  ,,,,,,,,,,"Hiding under building material between houses. Not seen but strong signal from BM38516, BM40017",,,,,,,,,,
,LIB150917,9/15/2017,9:59,LIB,LP,"Backyard of house with tall walls, behind Moto Vac",-17.79767,25.15301,No Rain,Urban,30,0,Slight ,Buildings,,,5,No,15,,,,,"BM45717, BM45617, BM40617",,,,,,,,,,,,,,,,,,,,
,FOR150917,9/15/2017,10:29,FOR,LP,Behind Roads Department (Minestry of Transport and Communication),-17.80167,25.15065,No Rain,Urban,30,0,Slight ,Buildings,,,13,No,10,4,,,,"BM40117, BM46817, BM37916, BM46717, BM46617, BM44717",1,5,Adult with dark swollen Nose and face,,,,,,,Where foraging but run under House at Roads Dpt. ,,,,,,,,,,
,WA/WPAL160917,9/16/2017,19:34,WA/WPLAT,LP,Left corner Builders World,-17.79643,25.155247,No Rain,Urban,,,No,Buildings,Under container storage,,8,No,,,,,,,,,,,,,,,,"Lot of screaming and one mongoose trying to go under container and other don´t letting him, PLAT feq super strong (without antenna) BM38516 (WPLAT),  BM40017 (WA), BM45917 (PLAT)",1,PLAT/WPLAT/WA,,,,,,,,
,PLAT160917,9/16/2017,PLAT,,LP,Left corner Builders World,-17.79643,25.155247,No Rain,Urban,,,No,Buildings,Under container storage,,8,No,,,,,,,,,,,,,,,,"Lot of screaming and one mongoose trying to go under container and other don´t letting him, PLAT feq super strong (without antenna) BM38516 (WPLAT),  BM40017 (WA), BM45917 (PLAT)",1,PLAT/WPLAT/WA,,,,,,,,
,CSL170917,9/17/2017,8:18,CSL,LP,Parking of CSL,-1780725,25.14673,No Rain,Lodge,24,0,No,Buildings,Building,,7,No,,1,,,,"BM37416, BM41317",,,,1,Adult with tip or tail missing,Yes,6,,,Left yellow ear tag? More individuals on other side of fence.,,,,,,,,,,
??,?170917,9/17/2017,9:11,?,LP,All over back entrance of Kasane Primary Hospital and soroundings,-17.8014,25.150237,No Rain,Urban,24,0,No,Buildings,,,20,No,,20,,,,,1,8,"SA with difficulties to walk with back legs, slightly swollen nose and testicles",,,,,,,"No Freq detected, weak signal from FOR, part of PLAT?",,,,,,,,,,
,FOR170917,9/17/2017,9:29,FOR,LP,Between Swimming pool and river at Marina Lodge,-17.80096,25.14862,No Rain,Lodge,24,0,No,Buildings,,,15,No,30,,,,,"BM46817, BM46417, BM37916, BM46717, BM40117, BM45917",1,5,Adult female with swollen nose,1,Adult with blind left eye,,,,,"BM45917 from PLAT came with around 15 juveniles and start fighting FOR. Mongoose running and screaming all around Marina Lodge, caos! ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,WA/WPLAT,,,,,,
,CS220917,9/22/2017,8:52,CSL,LP,Between Chobe Land Boat and River,,,No Rain,Urban,27,0,Yes,Heavily degraded,,,31,No,,5,,,,,2,5,Two SA look skinny,1,"Adult with 1/3 of tail missing, but healed",,,,,Run towards Forestry Department and back. Could not identifye more but strong signal from BM41317,,,,,,,,,,
,FOR220917,9/25/2017,9:20,FOR,LP,Running from Road Department to Kasane Primary Hospital,-17.801466,25.150237,No Rain,Urban,27,0,Yes,Buildings,,,15,No,,4,,,,"BM37916, BM46717, BM40117, BM46817, BM46617, BM46517, BM46417",1,5,SA with dark fur and swollen nose. Goof general condition ,,,,,,,"Troop run to main gate of hospital and rest, grooming",,,,,,,,,,
,LIB220917,9/22/2017,9:50,LIB,LP,Between houses,-17.79787,25.154051,No Rain,Residential,27,0,Yes,Buildings,,,,,,,,,,,,,,,,,,,,Strong signal but not seen BM40617,,,,,,,,,,
,WA/PLAT220717,9/22/2017,10:10,WA/PLAT,LP,Plot front of Builders World,-17.796787,25.155167,No Rain,Urban,29,0,Very,Buildings,Building Material,,,,,,,,,,,,,,,,,,,Not seen strong signal from BM38516 (WPLAT) and BM45917 (PLAT),1,PLAT/WPLAT,,,,,,,,
,WPLAT220717,9/22/2017,10:30,WPLAT,LP,Backyard of closed house,-17.793544,25.157825,No Rain,Residential,29,0,Yes,Buildings,,,2,No,,,,,,,,,,,,,,,,Not seen but strong signal from BM40017,,,,,,,,,,
,ODH220917,9/22/2017,11:00,ODH,LP,Running front of Waterlily Lodge,-17.794555,25.15436,No Rain,Urban,,0,Very,Buildings,,,25,No,,,,,,BM47417,3,4,"Adult with incarnated old RC has a swollen face, Adult with swollen face, very slim juvenile",,,,,,,,,,,,,,,,,
