,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,Columna4
#,KUBU/KWA290617,29-Jun-17,14:40,KUBU/KWA,"LP, KV, CM",By Kubu lodges kitchen,-17.79572,25.22726,No Rain,Lodge,,0,No,Buildings,,,13,No,,4,,,,,,,,,,,,,"Saw two RC but could not identifie. Strong signal of: BM36616 (KUBU), BM38016 (KUBU), BM36516 (KWA) and BM36716 (KWA) ",,,,,,,
,WPLAT/WA290617,29-Jun-17,15:16,WPLAT-WA,"LP, KV, KV","Front of houses, chased by kids",-17.79254,25.15732,No Rain,Residential,,0,No,Buildings,,,5,No,,,,,,,,,,,,,,,Freq for BM38516 (WPLAT) and BM40017 (WA) but not seen. Cids where chaising them with stones,,,,,,,
,LIB290617,29-Jun-17,15:36,LIB,"LP, KV, KV",Behind Kasane Electronics,-17.79758,25.15459,No Rain,Urban,,0,No,Buildings,,,8,Yes,,2,,,,"BM40617, BM29415",,,,,,,,,,,,,,,,
,FOR290617,29-Jun-17,15:59,FOR,"LP, KV, KV",In ditch at police station,-17.80313,25.14921,No Rain,Urban,,0,No,Buildings,,,3,No,,,,,,,,,,,,,,,Very shy run into ditch. Strong signal of BM40117,,,,,,,
,CSL290617,29-Jun-17,16:18,CSL,"LP, KV, KV",Yard between rooms and river of CSL,-17.80744,25.14575,No Rain,Lodge,,0,No,Buildings,,,35,Yes,,6,,,,"BM41317, BM38416",3,,"SA good bdy conditions but swollen nose, SA slim, SA very skinny with swollen testicles and nose",,,,,,Close contact with vervet monkeys,,,,,,,
,WDL290617,29-Jun-17,16:48,WDL,"LP, KV, KV",Next to swimminpool at Travel Lodge,-17.81333,25.154038,No Rain,Lodge,,0,No,Buildings,,,13,Yes,,4,,,,"BM43817, BM44017, BM41917, BM44117, BM43917",,,,,,,,,,,,,,,,
,SEF300617,30-Jun-17,7:17,SEF,"LP, KV, TM",Rocks behind prision,-17.78878,25.17622,No Rain,Undeveloped,,20,Yes,Slightly degraded,,,40,No,,5,,,,BM44817,,,,,,,,,Run very fast direction Chobe Farm,,,,,,,
,KUBU/KWA300617,30-Jun-17,9:09,KUBU/KWA,"LP, KV, TM",Horse stables of Kubu Lodge,-17.7971,25.22686,No Rain,Lodge,,0,Yes,Buildings,Building,,10,No,,1,,,,"BM38016, BM36616, BM36716",,,,,,,,,No signal of BM36516. Saw 2 RC but not identifiable ear tag,,,,,,,
,MOW300617,30-Jun-17,10:07,MOW,"LP, KV, TM",Between Cultural Village and river,-17.78077,25.16061,No Rain,Lodge,,0,Yes,Slightly degraded,,,21,No,,4,,,,BM41017,1,,Very skinny. Hunched bag SA still in troop,1,SA with fractured tail,,,,2 RC without eartags. Signal from BM 41017,,,,,,,
,WA/WPLAT300617,30-Jun-17,10:37,WA/WPLAT,"LP, KV, TM",In bush behinf house at Kgapamadi,-17.17108,25.16311,No Rain,Undeveloped,,0,Yes,Heavily degraded,,,6,Yes,,,,,,"BM40017, BM39016, BM 38516  ",,,,,,,,,RC without ear tag,,,,,,,
,CGL050717,5-Jul-17,10:00,CGL,"KA, CS, KR, LP",At swimmingpool of Manager house,-17.84152,25.07842,No Rain,Lodge,,0,Yes,Cultivated (lawn),,,4,No,,,,,,BM 33816,,,,,,,,,,,,,,,,
,KUBU/KWA050717,5-Jul-17,15:00,KUBU/KWA,"LP, KV, KVW, OB",In bush next to Kubu lodge,-17.79734,25.22938,No Rain,Undeveloped,,35,Yes,Slightly degraded,,,,,,,,,,,,,,,,,,,"Strong signal from BM36616 (KUBU), BM38016 (KUBU), BM36716 (KWA)",,,,,,,
,LIB050717,5-Jul-17,16:23,LIB,"LP, KV, KVW, OB",,-17.79704,25.15708,No Rain,Urban,,70,No,Buildings,,,7,Yes,,3,,,,"BM29415, BM40617",,,,,,,,,Juveniles seem slim,,,,,,,
,WA/WPLAT050717,5-Jul-17,16:40,WA/WPLAT,"LP, KV, KVW, OB",In backyard of house #370 (next to guesthouse),-17.79459,25.1586,No Rain,Residential,,50,Yes,Buildings,Building Material,,3,NO,,,,,,,,,,,,,,,"Strong signal from BM40017, BM38516. Yesterday troop eat kitten of house owner!",,,,,,,
,FOR050717,5-Jul-17,17:04,FOR,"LP, KV, KVW, OB",Under cement path of hospital (den),-17.80157,25.14968,No Rain,Urban,,40,No,Buildings,Under walking way in hospital,,,,,,,,,,,,,,,,,,"Strong signal but not seen BM40117, already in den",,,,,,,
,SEF050717,5-Jul-17,17:50,SEF,"LP, KV, OB",From green container house thowards garage next to Haskins,-17.785162,25.1742,No Rain,Undeveloped,,20,Yes,Heavily degraded,,,10,Yes,,1,,,,,,,,,,,,,between 17:50 and 17:58 came a 6 individual group and later single mongooses,,,,,,,
,WA/WPALT,6-Jul-17,6:45,WA/WPLAT,"TS, OB",In Backyard next to Guesthouse,-17.79459,25.1586,No Rain,Residential,,10,Yes,Buildings,Building Material,,5,No,,,,,,BM39016,,,,,,,,,"First sign of mongoose 8:27. Observed for 5,5 hrs. Troop never left den area, were resting inside shed above den, also in metal sheets right beside sheets. ",,,,,,,
,FOR060717,6-Jul-17,8:06,FOR,"CM, SG",Under cement path of hospital (den),-17.80157,25.14968,No Rain,Urban,,0,No,Buildings,Under walking way in hospital,,21,Yes,,,,,,BM37516,1,,"Adult male with swollen testicles, satnding hais but not skinny",,,,,,,,,,,,,
,KUBU/KWA060717,6-Jul-17,,KUBU/KWA,"LP, KV, ES","Main car parking, near fire assembly point at Kubu Lodge",-17.79583,25.22767,No Rain,Lodge,,10,No,Buildings,,,20,Yes,,2,,,,"BM38016, BM36616, BM36716, 36516",,,,,,,,,Freq 148.1176 and 148.069 sound weak,,,,,,,
,WDL070717,7-Jul-17,10:40,WDL,"LP, KV, CM",In building material in front of private house,-17.80887,25.15638,No Rain,Residential,,0,Yes,Buildings,Building Material,,,,,,,,,,,,,,,,,,"Not seen but strong signal of BM44117, BM41917",,,,,,,
,WA/WPALT070717,7-Jul-17,11:30,WA/WPLAT,"LP, KV, CM",In front yard of private hpuse,-17.78985,25.16256,No Rain,Residential,,20,Yes,Buildings,,,7,Yes,,,,,,"BM38516, BM39016",,,,,,,,,All adults seem slim. Run betweenhouses,,,,,,,
,LIB070717,7-Jul-17,11:44,LIB,"LP, KV, CM",Yard of pink house,-17.79757,25.15409,No Rain,Residential,,20,Yes,Buildings,,,7,Yes,,2,,,,BM40617,,,,,,,,,Two individuals came out from pit latrine. Seem slim.,,,,,,,
,FOR070717,7-Jul-17,12:18,FOR,"LP, KV, CM",Next to room #15 of Marina Lodge,-17.80183,25.14845,No Rain,Lodge,,20,Yes,Buildings,,,18,Yes,,3,,,,"BM40117, BM44717",1,,SA Skinny,,,,,,Individual with red/organge belt (??). Troop run into bush towards river.,,,,,,,
,KUBU/KWA110717,11-Jul-17,8:45,KUBU/KWA,"LP, KV",At rock pile in Chobe River Garden,-17.79451,25.23384,No Rain,Lodge,,0,No,Buildings,Rocks,,14,No,,2,,,,"BM38016, BM36616",,,,,,,,,Lefto organge ear tag can be BM38216 (KUBU) or BM37216 (KWA),,,,,,,
,WDL130717,13-Jul-17,9:08,WDL,"LP, KVW, AB",Between houses front of Travel Lodge,-17.81309,25.15577,No Rain,Residential,18,0,No,Buildings,,,15,Yes,,2,,,,"BM44017, BM43817, BM43917",,,,,,,,,Troop seems slightly slim,,,,,,,
,PLAT130717,13-Jul-17,9:30,PLAT,"LP, KVW, AB",At yart of house where we captured last time,-17.8022,25.15634,No Rain,Residential,18,0,Yes,Buildings,,,10,No,,5,,,,"BM33116, BM45017, BM44217, BM43017",,,,,,,,,BM44217 lost right ear tag,,,,,,,
,WPLAT/WA130717,13-Jul-17,10:13,WPLAT/WA,"LP, KVW, AB",In yard of lavanda and brown house,-17.79318,25.15844,No Rain,Residential,21,0,No,Buildings,,,7,Yes,,,,,,"BM38516, BM40017, BM39116",,,,,,,,,All adults,,,,,,,
,LIB130717,13-Jul-17,10:32,LIB,"LP, KVW, AB",Across from pink house,-17.7976,25.15459,No Rain,Urban,21,0,No,Buildings,Hole in Ground,,7,No,,2,,,,BM40617,,,,,,,,,in day den?,,,,,,,
,FOR130717,13-Jul-17,11:14,FOR,"LP, KVW, AB",In bush between swimming pool and river of Marina Lodge,-17.80085,25.14858,No Rain,Lodge,23,0,No,Cultivated (lawn),,,8,No,,,,,,"BM40117, BM44717",1,,SA redisch eyelids,,,,,,Can not see whole troop because in bush,,,,,,,
,CSL130717,13-Jul-17,11:45,CSL,"LP, KVW, AB",Next to river at camp site CSL,-17.80816,25.14518,No Rain,Lodge,23,0,No,Heavily degraded,,,36,No,,15,,,,BM41317,1,,Adult with swollen testicles,1,Adult with short tail,,,,BM41317 playing with juveniles,,,,,,,
,CCH130717,13-Jul-17,12:43,CCH,"LP, KVW, AB",Trash house CCH,-17.8277,25.13804,No Rain,Lodge,,,No,Buildings,,,20,No,50,3,,,,"BM34916, BM36615",2,,"SA with swollen left lump at neck, SA skinny with swollen right leg",3,"SA with aparent injury on hip, juvenile limping front left, adult female limping left front",,,,,,,,,,,
,KUBU/KWA180817,18-Jul-17,12:20,KUBU/KWA,"LP, KV",In bush left to Bakwena lodge,-17.79511,25.23469,No Rain,Urban,25,0,Yes,Heavily degraded,Hole in Ground,,,,,,,,,,,,,,,,,,"Not seen but strong signal of BM38016, BM36616, BM36716, BM36516",,,,,,,
,SEF180717,18-Jul-17,13:20,SEF,"LP, KV",RC found behind Bidvest Car Rental,-17.789555,25.172381,No Rain,Undeveloped,,,No,Heavily degraded,,,,,,,,,,,,,,,,,,,RC from BM44917 (Freq 148.701),,,,,,,
,KUBU/KWA200717,20-Jul-17,8:30,KUBU/KWA,KV,Coming out from den under deck of River view Lodge swimminpool,-17.79386,25.23235,No Rain,Lodge,,,No,Buildings,Swimmingpool deck,,22,No,,3,,,,BM36616,,,,,,22,,,"2 RC. Strong signal for: BM38016, BM36716, BM36516. A second group is dening in the private area of the lodge!",,,,,,,
,MOW220717,22-Jul-17,8:30,MOW,"LP, KV",Dening behind game-drive-car-parking at Mow Lodge,-17.782659,25.159402,No Rain,Lodge,,0,No,Heavily degraded,Hole in Ground,,23,Yes,,4,,,,BM41017,,,,1,SA with fractured tail,11,,,"The very sick SA could not be seen anymore, probabely died. A few adults had standing hair, maybe scared",,,,,,,
,KUBU/KWA220717,22-Jul-17,11:20,KUBU/KWA,"LP, KV",Behind camp bathrooms of Kubu Lodge,-17.79545,25.23026,No Rain,Lodge,,0,No,Cultivated (lawn),Hole in Ground,,13,Yes,,,,,,"BM36616, 38016, BM36716",,,,,,,,,BM36516 not found. ,,,,,,,
,SEF220717,22-Jul-17,12:10,SEF,"LP, KV",Behind prision,-17.78788,25.17705,No Rain,Undeveloped,,0,No,Slightly degraded,Hole in Ground,,,,,,,,,,,,,,,,,,Strong signal from BM44817 but in den,,,,,,,
,CSL250717,25-Jul-17,8:20,CSL,"KV, ES","Outside CSL, along fence near car park and road",-17.80738,25.146487,No Rain,Lodge,,20,Yes,Buildings,Storage container,,36,Yes,,,,,,,1,,Very skin individual seen,,,,,,"Female with missing right front paw missing was there, RC but could not identifie ear-tag. Strong signal from BM41317",,,,,,,
,FOR250717,25-Jul-17,5:10,FOR,KV,At hospital, -17.800317 ,25.150389,No Rain,Residential,,,No,Buildings,Cement Path,,20,Yes,25,2,,,,"BM40117, BM 36516, BM37916",,,,,,,,,BM37916 was with CSL now with FOR. Freq 148.6295 (BM44717) could not be found.,1,CSL/FOR,,,,,
,WDL300717,30-Jul-17,7:15,WDL,"LP, KV",Unter white container at Travel Lodge,-17.813389,25.155032,No Rain,Lodge,13,99,Yes,Buildings,Under container storage,,13,Yes,22.5,4,,,,"BM41917, BM44117, BM44017, BM43917",,,,1,BM44017 infured left back paw,12,,,Run directly to trash can ,,,,,,,
,CCH300717,30-Jul-17,9:38,CCH,"LP, KV",In bush,-17.82842,25.13982,No Rain,National Park,13,100,No,Slightly degraded,,Gallery Forest,1,No,,1+,,,,,1,2,Skinny and hair standing,,,,,,Strong signal from BM34916 East from GPS point. A lot of elephants in the area,,,,,,,
,CSL300717,30-Jul-17,12:56,CLS,"LP, KV","White container, parking CSL",-17.80667,25.14641,No Rain,Lodge,24,70,No,Buildings,Hole in Ground,,14,No,50,3,,,,"BM41317, BM37716, BM37416",,,,,,,,,,,,,,,,
,FOR300717,30-Jul-17,16:20,FOR,"LP, KV",Scrap geap next to water tank at Primary Hospital,-17.801226,25.15006,No Rain,Urban,,,,,,,,,,,,,,"Sir Track RC lost under Scap heap, used syringer everywhere, the RC will stay there",,,,,,,,,,,,,,,,
,FOR310717,31-Jul-17,8:22,FOR,KV,At main entranvce of Kasane Primary Hospital,-17.801474,25.149294,No Rain,Urban,,5,No,Buildings,Cement Path,,17,Yes,3,3,,,,"BM44717, BM37916",,,,,,12,,,Grooming 2 worthogs,,,,,,,
,PLAT010817,1-Aug-17,9:15,PLAT,KV,Back of water facilities Plateau,-17.801251,25.157852,No Rain,Urban,,10,Yes,Buildings,Scrap Heap,,20,Yes,5,4,,,,"BM33116, BM45017, BM41817, BM44317",1,3,Adult with dark swollen nose and thin,,,13,,,,,,,,,,
,WA/WPLAT040817,4-Aug-17,8:00,WA/WPLAT,"LP, KV",Den under cement path,,,No Rain,Residential,16,100,Yes,Buildings,Cement Path,,7,Yes,,,,,,"BM38516, BM40017 ",,,,,,,,,Came out of den and run unter….. we aited for 30 minutes but didn´t come out,,,,,,,
,LIB040817,4-Aug-17,8:38,LIB,"LP, KV",Left corner Builders World,-17.796348, 25.155146,No Rain,Urban,18,100,Yes,Buildings,,,7,Yes,10,3,,,,BM40617,,,,,,,,,,,,,,,,
,PLAT040817,4-Aug-17,9:20,PLAT,"LP, KV",BTC, -17.796736,25.155728,No Rain,Urban,18,100,Yes,,,,26,No,,,,,,,,,,,,,,,BM45017 not seen but strong signal. Running around intimidating LIB,,,,,,,
,FOR040817,4-Aug-17,11:10,FOR,"LP, KV",In bush north from GPS point,-17.80344,25.403,No Rain,Undeveloped,23,95,No,,,,,,,,,,,,,,,,,,,,Strong signal from 148.6996 (BM40117),,,,,,,
,WA/WPALT050817,5-Aug-17,11:20,WA/WPLAT,"LP, KV","At old abandoned DEK-bus, next to Bus Rank",-17.79729,25.15753,No Rain,Urban,26,0,Slightly,Buildings,,,6,Yes,15,,,,,"BM39016, BM40017, BM39116",2,"2,5",BM39016 with swollen testicles? Adult with swollen testicles and slightly swollen nose,1,"BM40017 injured left eye, dry blood arround",,,,,,,,,,,
,MOW050817,5-Aug-17,11:58,MOW,"LP, KV","Behind Cultural Vilage, next to river",-17.780771,25.160244,No Rain,Lodge,26,20,No,Slightly degraded,,,,,,,,,,,,,,,,,,,Run into bush next to river. Strong signal from BM41017,,,,,,,
,CFT060817,6-Aug-17,8:51,Chobe Farm,"LP, KV",Crossing from Soprite to Kasane Magistrates Court,-17.78654,25.18052,No Rain,Undeveloped,15,0,No,Heavily degraded,,,43,Yes,,,,,,,,,,,,,,,A few had big meat pieces ,,,,,,,
,CCH060817,6-Aug-17,9:35,CCH,"LP, KV",Between diningroom and Betrooms of CCH,-17.82744,25.13749,No Rain,Lodge,,0,No,Cultivated (lawn),,,54,Yes,50,13,,,,BM 33816,2,5,"Adult with lump on neck is skinny and weak, is running behind the troop. Adult with swollen nose was audio recorded",,,,,,,,,,,,,
,WA/WPALT060817,6-Aug-17,7:55,WA/WPLAT,"LP, KV",Kachicau Street,-17.79568,25.15706,No Rain,Residential,15,0,No,Buildings,Cement Path,,7,Yes,,,,,,"BM39016, BM40017, BM39116, BM38516",1,5,Adult with swollen testices and nose,1,BM40017 injured left eye seems better,4,,,,,,,,,,
,LIB100817,10-Aug-17,15:37,LIB,"LP, KV",Car parking of ministry of agriculture,-17.796231,25.155073,No Rain,Urban,,0,No,Buildings,,,8,Yes,,5,,,,"BM45817, BM40617, BM45717, BM45617",2,3,Bm45617 ad BM40617 enlarged testicles,1,Juvenile with notch in nose ,,,,,,,,,,,
,PLAT100817,10-Aug-17,16:21:00 AM,PLAT,"LP, KV","In front of Builders World, in log pole pile",-17.79652,25.15493,No Rain,Urban,25,0,No,Buildings,Building Material,,12,No,20,3,,,,"BM46317, BM41817, BM45917",,,,,,,,,,,,,,,,
,MOW100817,10-Aug-17,16:31,MOW,"LP, KV",Parking of Game drive Cars of lodge,-17.78245,25.15926,No Rain,Lodge,25,0,No,Buildings,Hole in Ground,,14,No,,,,,,"BM45417, BM41017, BM33616",,,,,,,,,,,,,,,,
,MOW110817,11-Aug-17,16:31,MOW,"LP, KV",Parking of Game drive Cars of lodge,-17.78245,25.15926,No Rain,Lodge,25,0,No,Buildings,,,14,No,30,,,,,,,,,,,,,,,,,,,,,
,CGL120817,12-Aug-17,8:00,CGL,"LP, KV",,-17.842,25.07955,No Rain,National Park,,0,Slightly,Slightly degraded,,Gallery Forest,7,No,,,,,,,,,,,,,,,Run into bush towards lodge,,,,,,,
,CGL120817,12-Aug-17,14:09,CGL,"LP, KV",At workshop of CGL,-17.842493,25.076074,No Rain,Lodge,27,0,No,Buildings,,,12,Yes,25,7,,,,"BM41617, BM41517, BM31816, BM 33816",2,"6,9","BM31816 has what appears to be a wart on her left cheek, swollen nose/face, slim but distended abdomen. BM41517 with swollen face and visible Tb lesions on nose",,,,,,"BM41617 is wet, lady watering the garden must have done it. Its an ",,,,,,,
??,,14-Aug-17,13:12,,"LP, KV",Crossinr road towards river in National Park,-17.82829,25.12324,No Rain,National Park,,2,Yes,Slightly degraded,,Chobe River sandbank,16,No,,,,,,,1,5,Adult with swollen nose/face,,,,,,All individuals seen slim. No RC. ,,,,,,,
,FOR180817,18-Aug-17,9:20,FOR,"LP, OB",Next to police station,-17.80303,25.14964,No Rain,Urban,17,0,Yes,Buildings,,,15,No,100,4,,,,BM40117,,,,,,,,,"Troop split in two, 5 individuals run towards Police Station, the rest between houses towards hospital",,,,,,,
,CSL180817,18-Aug-17,9:45,CSL,"LP, OB",On river sand bank next to CSL,-17.870921,25.14505,No Rain,National Park,18,0,Yes,Heavily degraded,,Chobe River sandbank,49,Yes,25,30,,,,"BM38416, BM41317, BM37416, BM45317, BM45117, BM37616, BM45217, BM37816",1,3,Juvenile very skinny,1,Juvenile limping left hind foot,,,,BM45217 lost Right green ear tag?,,,,,,,
,LIB180817,18-Aug-17,11:20,LIB,"LP, OB",Private yard behind Moto Vac,-17.79731,25.15383,No Rain,Urban,21,0,No,Buildings,,,7,Yes,15,3,,,,"BM45617, BM45717, BM45817, BM40617",1,2,BM40617 maybe with swollen testicles,,,,,,Forraging  ,,,,,,,
,WA/WPLAT,18-Aug-17,11:30,WA/WPLAT,"LP, OB",Runing and hiding in builiding material,-17.79346,25.16074,No Rain,Urban,21,0,No,Buildings,,,2,No,,,,,,BM40017,,,,,,,,,Run from one pit letrine into next! Juvenile with ear tag could not be identified ,,,,,,,
,PLAT180817,18-Aug-17,12:20,PLAT,"LP, OB",In yard of techer houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WDL180817,18-Aug-17,12:22,WDL,"LP, OB",Behind walls of house crossing from Bophitimo Guests House,-17.81077,25.15635,No Rain,Residential,23,0,No,Buildings,,,,,,,,,,,,,,,,,,,"Could not see but strong signal from BM44117, BM41917",,,,,,,
,MOW210817,21-Aug-17,11:14,MOW,"LP, OB","Teachers house, then ran to Mowana",-17.78426,25.16413,No Rain,Lodge,24,0,No,Cultivated (Lawn),Hole in the ground,,18,Yes,,,,,,"BM41017, BM33616",1,,RC with swollen face,,,,,,,,,,,,,
,KUBUKWA210817,21-Aug-17,12:45,KUBU/KWA,"LP, OB",Bush next to abandoned cars,-17.79635,25.22884,No Rain,Lodge,26,0,No,Heavily degraded,,,10,No,,,,,,"BM36616, BM38016, BM36716",,,,,,,,,,,,,,,,
,SEF250817,25-Aug-17,11:00,SEF,"LP, OB",Bush next to soccer field,-17.79384,25.17815,No Rain,Undeveloped,29,0,Yes,Slightly Degraded,Hole in the ground,,3,Yes,,,,,,,,,,,,,,,"Lots of faeces found by dead tree, strong singnal from BM 44817",,,,,,,
,KUBUKWA250817,25-Aug-17,11:55,KUBU/KWA,"LP, OB",Outside kitchen Bakwena Lodge,-17.79384,25.23519,No Rain,Lodge,31,0,No,Cultivated (Lawn),,,9,Yes,,2,,,,"BM36516, BM36616, BM36716, BM38016",,,,,,,,, 1 BM seen with left orange ear tag could be KUBU or KWA BM. 1 adult seen with dead lizard in his mouth.,,,,,,,
,MOW250817,25-Aug-17,10:15,MOW,"LP, OB","Front of game drive car park, on grassy island",-17.78279,25.15911,No Rain,Lodge,,0,No,Cultivated (Lawn),,,16,Yes,,5,,,,"BM33616, BM41017, BM45517",1,,BM33616 with swollen face,,,,,,3 RC seen,,,,,,,
,WDL280817,28-Aug-17,12:05,WDL,"LP,OB",Behind department of wildlife,-17.81565,25.1538,No Rain,Undeveloped,29,0,No,Slightly Degraded,,,17,Yes,,,,,,,,,,,,,,,"Could not identify individuals as they ran into bush. Both RC working (BM44117, BM41917), 148.55 not so strong.",,,,,,,
,FOR280817,28-Aug-17,9:47,FOR ,"LP, OB",Ran to ministry of transport and communications from gardens to other side of the fence,-17.80147,25.15113,No Rain,Residential,21,0,No,Buildings,,,13,Yes,,3,,,,"BM46617, BM44717, BM46717, BM46817, BM40117",,,,,,,,,,,,,,,,
,CSL290817,29-Aug-17,8:30,CSL,"LP, OB",Trash collection cage at Choppies,-17.80544,25.14762,No Rain,Urban,19,0,Yes,Buildings,,,27,No,,,,,,,,,,,,,,,"Inside and outside trash cage. A lady came to throw trash away and they ran towards CSL (20 approx.) and the others towards the river, but came back later and went to CSL.",,,,,,,
,CGL290817,29-Aug-17,10:45,CGL,"LP,OB",Builders yard next to lodge building,-17.84162,25.07571,No Rain,Lodge,24,0,No,Slightly Degraded,,,11,Yes,,6,,,,"BM33816, BM41617, ",2,,"SA with enlarged testicles, sneezing, watery eyes. RC with swollen face.",,,,,,SA and juveniles playing,,,,,,,
,LIB300817,30-Aug-17,9:00,LIB,"LP, OB",Bathroom corner of Builders World,-17.79677,25.1555,No Rain,Urban,22,0,No,Buildings,,,7,Yes,15,4,,,,"BM45617, BM45717, BM40617, BM45817",,,,,,,,,BM45817 got hitten by a car and died two hours later :(. PLAT was intimitating them and run away.,,,,,,,
,PLAT300817,30-Aug-17,9:10,PLAT,"LP, OB",Behind Marthas Kitchen,-17.79711,25.15538,No Rain,Urban,22,0,No,Buildings,,,13,No,200,5,,,,"BM39116, BM46217, BM45917, BM43017",2,2,"SA very slim, A with RC swollen face",,,,,,"Chaos day, Plat was faiting LIB, than run towards Marthas kitchen, leaving one SA behind crying. Half troop (13+) run to Rural Admin Centre and around 18 run towards pink house. Came together at R Admin C but split again. ",,,,,,,
,KUBU/KWA060917,6-Sep-17,9:44,KUBU/KWA,"LP, GK  ","Old car cementery, Kubu Lodge",-17.7965,25.22882,No Rain,Lodge,24,0,No,Heavily degraded,,,25,No,,,,,,,,,,,,,,,"Saw running away. Aprox 20 run towards main gate and 5 towards Camping rest rooms. trong signal from BM36616, BM38016, BM36716",,,,,,,
,SEF060917,6-Sep-17,10:20,SEF,"LP, GK  ",Backyard Bidvest Car Rental,-17.78524,25.07236,No Rain,Undeveloped,26,0,Slightly,Cultivated (lawn),,,31,No,,5,,,,"BM43617, BM44817",,,,,,,,,Run into bush behind Bidvest Car Rental,,,,,,,
,MOW060917,6-Sep-17,10:39,MOW,"LP, GK  ",Next to Culture Village Mow Lodge,-17.78092,25.16029,No Rain,Lodge,26,0,Yes,Slightly degraded,Hole in Ground,,20,No,,,,,,"BM41017, BM41117",1,8,Adult with pig nose and swollen testicles,,,,,,Come in and our of den,,,,,,,
,WA/WPLAT060917,6-Sep-17,11:27,WA/WPLAT,"LP, GK  ",Scrap yard next ti Bus Rank,-17.79721,25.15747,No Rain,Urban,26,0,No,Buildings,Scrap Heap,,,,,,,,,,,,,,,,,,"Strong signal from Den. BM38616, BM40017",,,,,,,
,LIB060917,6-Sep-17,11:50,LIB,"LP, GK  ",Front yard of house  ,-17.79864,25.15211,No Rain,Residential,26,0,Slightly,Buildings,,,5,Yes,10,4,,,,"BM40617, BM45617, BM45717",1,5,Swollen testicles,,,,,,Restung abnd playing around an outside oven ,,,,,,,
,PLAT070917,7-Sep-17,10:12,PLAT,LP,"Under cement path of car entrance house#522, Pandamatenga cres str., Plateau",-17.79827,25.15019,No Rain,Residential,27,0,No,Buildings,,,23,No,,8,,,,"BM45017, BM45917, BM41817, BM46217, BM46117, BM44317",,,,,,,,,Part of the troop was under Cement paths and three dogs were tormenting them. I scared them away. When I arrived I saw around 3 indivisuals running behind the house,,,,,,,
,CCH070917,7-Sep-17,11:25,CCH,LP,Trash house CCH,-17.82757,25.13818,No Rain,Lodge,27,0,Slightly,Buildings,,,32,No,,10,,,,BM34916,3,"6,7,6","Male Juvenile very skinny, left hip looks swollen but he walks ok, hair standing, Male Ad swollen face and testicles, Ad very skinny, hair standing, swollen nose looks weak",2,"Adult limping right hand, juv limping left hand",,,,"Some at thrash house, later joined more comming from inside lodge",,,,,,,
,WDL070917,7-Sep-17,15:40,WDL,LP,In Bush next to Anti Poaching Unit ,-17.8168,25.15284,No Rain,Undeveloped,33,0,No,Slightly degraded,,,,,,,,,,,,,,,,,,,"In bush, strong signal BM44117, BM41917",,,,,,,
,CSL070917,7-Sep-17,16:00,CSL,LP,Behind houses front of Choppies,-17.80459,25.14907,No Rain,Residential,32,0,Slightly,Buildings,,,40,No,,,,,,,,,,,,,,,"Scared by dogs. Where hiding under a car. One Dog injured very badly a mongoose, I did euthanasia and Necropsy BM47317",,,,,,,
,WDL110917,11-Sep-17,8:15,WDL,LP,At white container Travel Lodge,-17.81343,25.15524,No Rain,Lodge,23,0,Slightly,Buildings,,,12,No,,4,,,,"BM44117, BM41917",,,,,,,,,"Were tying to leave the lodge, Finally run into bush outside at left side of Lodge",,,,,,,
,CSL110917,11-Sep-17,8:45,SCSL,LP,"Departmen of Forestry, behind Chopies",-17.80379,25.14758,No Rain,Urban,24,0,Slightly,Buildings,,,30,No,>150,12,,,,,3,,"2 Ad. skinny, brownich standing hair, Left Organge ear tag with swollen nose",,,,,,"Female with missing right hand seems healthy. Troop was splet, around 6 where at Forestry department, and over 20 behind the white container (-17.803675, 25.147909)",,,,,,,
,SEF110917,11-Sep-17,10:43,SEF,LP,Backyard between District Supplies and Ebeyond office,-17.78524,25.1726,No Rain,Undeveloped,29,0,No,Buildings,,,33,No,,8,,,,BM44617,4,,"2 Ad. skinny, brownich standing hair, 1 Ad swolen testicles, BM44617 with swollen nose",1,! ad limping,,,,Run into bush behind Houses,,,,,,,
,LIB110917,11-Sep-17,17:10,LIB,LP,,-17.79578,25.15461,No Rain,Urban,32,0,Slightly,Buildings,,,6,Yes,10,3,,,,"BM40617, BM45717, BM45617",1,5,BM 40617 Swollen testicles,,,,,,Going to den? Where at 1 m in building material ,,,,,,,
,PLAT120917,12-Sep-17,8:30,PLAT,LP,Next to Chillers Paradise Bar,-17.80126,25.1592,No Rain,Urban,23,0,Yes,Buildings,,,22,No,50,,,,,"BM46217, BM44217, BM45917",,,,,,,,,Forraging and runing between houses,,,,,,,
